SubjectCode,CourseNo\.,InstrType,InstrMethod,Sec,CRN_URL,CRN,CourseTitle,Days_Time._,Days_Time.realName,Days_Time1._,Days_Time1.realName,Instructor
ECON,240,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10754?crseNumb=240,10754,Economics of Health Care Systems,TBD,Days _ Time,TBD,Days _ Time1,Pia Di Girolamo
BIO,209,Recitation/Discussion,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11062?crseNumb=209,11062,"Cell, Molecular & Developmental Biology I",W,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,STAFF
AAML,525,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12231?crseNumb=525,12231,Legal and Ethical Issues in Arts and Culture,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Sharon M Erwin
ECON,240,Lecture,Online,902,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10860?crseNumb=240,10860,Economics of Health Care Systems,TBD,Days _ Time,TBD,Days _ Time1,Pat M Awerbuch
AAML,560,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12232?crseNumb=560,12232,Marketing & Engagement in Arts and Cultural Orgs.,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Allison E Trimarco White
ECON,240,Lecture,Online,903,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11666?crseNumb=240,11666,Economics of Health Care Systems,TBD,Days _ Time,TBD,Days _ Time1,Pia Di Girolamo
BIO,209,Recitation/Discussion,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11063?crseNumb=209,11063,"Cell, Molecular & Developmental Biology I",W,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,STAFF
ECON,240,Lecture,Online,904,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11690?crseNumb=240,11690,Economics of Health Care Systems,TBD,Days _ Time,TBD,Days _ Time1,Pat M Awerbuch
AAML,680,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11868?crseNumb=680,11868,"Leadership, Strategy & Planning in Arts and Cult.",R,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,Neville K Vakharia
BIO,209,Recitation/Discussion,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11064?crseNumb=209,11064,"Cell, Molecular & Developmental Biology I",W,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
ECON,250,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10698?crseNumb=250,10698,Game Theory and Applications,MW,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Ricardo Serrano-Padial
BIO,209,Recitation/Discussion,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11065?crseNumb=209,11065,"Cell, Molecular & Developmental Biology I",R,Days _ Time,11:00 am - 11:50 am,Days _ Time1,STAFF
ECON,301,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10772?crseNumb=301,10772,Microeconomics,MW,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Konstantinos Serfes
ECON,321,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10537?crseNumb=321,10537,Macroeconomics,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,John T Bird
BIO,209,Recitation/Discussion,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11840?crseNumb=209,11840,"Cell, Molecular & Developmental Biology I",R,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,STAFF
ECON,322,Seminar,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10614?crseNumb=322,10614,Economics Seminar,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Constantinos Syropoulos
BIO,209,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11061?crseNumb=209,11061,"Cell, Molecular & Developmental Biology I",TR,Days _ Time,02:00 pm - 03:20 pm,Days _ Time1,STAFF
ECON,326,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15052?crseNumb=326,15052,Economic Ideas,TR,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Roger A McCain
BIO,214,Recitation/Discussion,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12111?crseNumb=214,12111,Principles of Cell Biology,W,Days _ Time,11:00 am - 11:50 am,Days _ Time1,STAFF
ECON,342,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13485?crseNumb=342,13485,Economic Development,TR,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Stephen P Mullin
ECON,350,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10536?crseNumb=350,10536,Applied Econometrics,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Sebastien J Bradley
BIO,214,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10648?crseNumb=214,10648,Principles of Cell Biology,M,Days _ Time,10:00 am - 11:50 am,Days _ Time1,STAFF
ECON,370,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15053?crseNumb=370,15053,Experiments and Causality in Economics,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Mark Stehr
BIO,219,Lab & Recitation,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10258?crseNumb=219,10258,Techniques in Molecular Biology,M,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
ECON,T380,Special Topics-Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15613?crseNumb=T380,15613,Economics of Happiness,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Roger A McCain
BIO,219,Lab & Recitation,Face To Face,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11270?crseNumb=219,11270,Techniques in Molecular Biology,M,Days _ Time,12:00 pm - 12:50 pm,Days _ Time1,STAFF
ECON,540,Lecture,Face To Face,820,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11985?crseNumb=540,11985,Intro to Econometrics and Data Analysis,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Tristan L Potter
ECON,548,Lecture,Face To Face,820,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11000?crseNumb=548,11000,Mathematical Economics,T,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Christopher A Laincz
BIO,219,Lab & Recitation,Face To Face,064,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12163?crseNumb=219,12163,Techniques in Molecular Biology,M,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,STAFF
ECON,610,Lecture,Remote Synchronous,820,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11001?crseNumb=610,11001,Microeconomics,R,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Mian Dai
BIO,220,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10647?crseNumb=220,10647,Essential Microbiology,MWF,Days _ Time,11:00 am - 11:50 am,Days _ Time1,Monica M Togna
ECON,650,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14854?crseNumb=650,14854,Business & Economic Strategy: Game Theory & Applications,TBD,Days _ Time,TBD,Days _ Time1,Ricardo Serrano-Padial
BIO,221,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10646?crseNumb=221,10646,Microbiology,MWF,Days _ Time,11:00 am - 11:50 am,Days _ Time1,Monica M Togna
ECON,902,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10858?crseNumb=902,10858,Mathematical Economics,M,Days _ Time,09:00 am - 11:50 am,Days _ Time1,Ohyun Kwon
ECON,925,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15054?crseNumb=925,15054,Macroeconomic Dynamics,M,Days _ Time,09:00 am - 11:50 am,Days _ Time1,Andre Kurmann
BIO,222,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11108?crseNumb=222,11108,Microbiology Laboratory,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,STAFF
ECON,942,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15055?crseNumb=942,15055,Applied Microeconometrics,W,Days _ Time,01:00 pm - 03:50 pm,Days _ Time1,Teresa D Harrison
BIO,222,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12801?crseNumb=222,12801,Microbiology Laboratory,TR,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,STAFF
ECON,960,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15056?crseNumb=960,15056,International Trade,T,Days _ Time,09:00 am - 11:50 am,Days _ Time1,Constantinos Syropoulos
BIO,226,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10535?crseNumb=226,10535,Microbiology for Health Professionals,WF,Days _ Time,09:00 am - 10:50 am,Days _ Time1,STAFF
ECON,980,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10857?crseNumb=980,10857,Game Theory,W,Days _ Time,01:00 pm - 03:50 pm,Days _ Time1,Konstantinos Serfes
BIO,226,Lab,Face To Face,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12126?crseNumb=226,12126,Microbiology for Health Professionals,WF,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,STAFF
BIO,226,Lab,Face To Face,064,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12127?crseNumb=226,12127,Microbiology for Health Professionals,WF,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,226,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10257?crseNumb=226,10257,Microbiology for Health Professionals,TR,Days _ Time,12:30 pm - 01:50 pm,Days _ Time1,STAFF
BIO,306,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10809?crseNumb=306,10809,Biochemistry Laboratory,T,Days _ Time,05:00 pm - 08:50 pm,Days _ Time1,STAFF
BIO,306,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12895?crseNumb=306,12895,Biochemistry Laboratory,W,Days _ Time,05:00 pm - 08:50 pm,Days _ Time1,STAFF
BIO,311,Recitation/Discussion,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10230?crseNumb=311,10230,Biochemistry,F,Days _ Time,10:00 am - 10:50 am,Days _ Time1,STAFF
BIO,311,Recitation/Discussion,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10231?crseNumb=311,10231,Biochemistry,F,Days _ Time,11:00 am - 11:50 am,Days _ Time1,STAFF
BIO,311,Recitation/Discussion,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11472?crseNumb=311,11472,Biochemistry,F,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,311,Recitation/Discussion,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12464?crseNumb=311,12464,Biochemistry,F,Days _ Time,02:00 pm - 02:50 pm,Days _ Time1,STAFF
BIO,311,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10229?crseNumb=311,10229,Biochemistry,TR,Days _ Time,12:30 pm - 01:50 pm,Days _ Time1,STAFF
BIO,318,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10722?crseNumb=318,10722,Biology of Cancer,M,Days _ Time,02:00 pm - 04:50 pm,Days _ Time1,STAFF
BIO,348,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11452?crseNumb=348,11452,Neuroscience: From Cells to Circuits,TR,Days _ Time,12:30 pm - 01:50 pm,Days _ Time1,STAFF
BIO,373,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12408?crseNumb=373,12408,Developmental Biology,MWF,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,374,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13779?crseNumb=374,13779,Developmental Biology Lab,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,386,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10901?crseNumb=386,10901,Gross Anatomy I,MW,Days _ Time,10:00 am - 10:50 am,Days _ Time1,STAFF
BIO,387,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10902?crseNumb=387,10902,Gross Anatomy  I Laboratory,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,STAFF
BIO,404,Recitation/Discussion,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10664?crseNumb=404,10664,Structure and Function of Biomolecules,W,Days _ Time,05:00 pm - 05:50 pm,Days _ Time1,STAFF
BIO,404,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10645?crseNumb=404,10645,Structure and Function of Biomolecules,R,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,STAFF
BIO,426,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10554?crseNumb=426,10554,Immunology,TR,Days _ Time,09:30 am - 10:50 am,Days _ Time1,STAFF
BIO,444,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10710?crseNumb=444,10710,Human Genetics,TR,Days _ Time,02:00 pm - 03:20 pm,Days _ Time1,STAFF
BIO,462,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10534?crseNumb=462,10534,Biology of Neuron Function,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
BIO,468,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11274?crseNumb=468,11274,Pathophysiology,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,STAFF
BIO,471,Seminar,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10049?crseNumb=471,10049,Seminar in Biological Sciences,R,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,"Jennifer S Stanford, Laura E Duwel"
BIO,497,Research,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11779?crseNumb=497,11779,Research,TBD,Days _ Time,TBD,Days _ Time1,STAFF
AAML,680,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12425?crseNumb=680,12425,"Leadership, Strategy & Planning in Arts and Cult.",R,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,Catherine E Hernandez
BIO,497,Research,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14360?crseNumb=497,14360,Research,TBD,Days _ Time,TBD,Days _ Time1,STAFF
AADM,505,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10047?crseNumb=505,10047,Overview of the Arts,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Julie R Goodman
BIO,497,Research,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14361?crseNumb=497,14361,Research,TBD,Days _ Time,TBD,Days _ Time1,STAFF
AADM,505,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11134?crseNumb=505,11134,Overview of the Arts,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Pamela Yau
AADM,520,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11389?crseNumb=520,11389,Creative Enterprise and Innovation,T,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,Jasmine E Johnson
BIO,497,Research,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14366?crseNumb=497,14366,Research,TBD,Days _ Time,TBD,Days _ Time1,STAFF
AADM,520,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11459?crseNumb=520,11459,Creative Enterprise and Innovation,T,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,Pamela Yau
AADM,757,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14781?crseNumb=757,14781,Political Activism in the Arts,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Laura-Edythe S Coleman
BIO,497,Research,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14388?crseNumb=497,14388,Research,TBD,Days _ Time,TBD,Days _ Time1,STAFF
AADM,785,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11460?crseNumb=785,11460,Research Design in the Arts,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Laura-Edythe S Coleman
BIO,497,Research,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14418?crseNumb=497,14418,Research,TBD,Days _ Time,TBD,Days _ Time1,STAFF
AADM,798,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11524?crseNumb=798,11524,Thesis Development,TBD,Days _ Time,TBD,Days _ Time1,Pamela Yau
BIO,497,Research,Face To Face,007,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14501?crseNumb=497,14501,Research,TBD,Days _ Time,TBD,Days _ Time1,STAFF
AADM,798,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12885?crseNumb=798,12885,Thesis Development,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,497,Research,Face To Face,008,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14687?crseNumb=497,14687,Research,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,500,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10101?crseNumb=500,10101,Biochemistry I,R,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,STAFF
BIO,626,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14343?crseNumb=626,14343,Immunology,TR,Days _ Time,09:30 am - 10:50 am,Days _ Time1,STAFF
BIO,662,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12166?crseNumb=662,12166,Biology of Neuron Function,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
BIO,740,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14257?crseNumb=740,14257,Readings and Critical Thinking in Biology,W,Days _ Time,05:00 pm - 07:50 pm,Days _ Time1,STAFF
BIO,864,Seminar,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10801?crseNumb=864,10801,Graduate Research Seminar,T,Days _ Time,03:30 pm - 04:50 pm,Days _ Time1,STAFF
BIO,997,Research,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11756?crseNumb=997,11756,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14274?crseNumb=997,14274,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14273?crseNumb=997,14273,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14272?crseNumb=997,14272,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14271?crseNumb=997,14271,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14270?crseNumb=997,14270,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,008,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14269?crseNumb=997,14269,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,009,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14268?crseNumb=997,14268,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,010,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14267?crseNumb=997,14267,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
BIO,997,Research,Face To Face,011,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14266?crseNumb=997,14266,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
ECON,998,Dissertation,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12151?crseNumb=998,12151,Dissertation Research in Economics,TBD,Days _ Time,TBD,Days _ Time1,Marco Airaudo
BIO,997,Research,Face To Face,012,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14265?crseNumb=997,14265,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
FIN,150,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11691?crseNumb=150,11691,Financial Literacy,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Jodi K Cataline
FIN,301,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10357?crseNumb=301,10357,Introduction to Finance,TR,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Jay Cai
BIO,997,Research,Face To Face,013,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14264?crseNumb=997,14264,Research in Bioscience,TBD,Days _ Time,TBD,Days _ Time1,STAFF
FIN,301,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10769?crseNumb=301,10769,Introduction to Finance,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Tanja K Kirmse
FIN,301,Lecture,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10859?crseNumb=301,10859,Introduction to Finance,MW,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Kevin C Roche
FIN,301,Lecture,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10351?crseNumb=301,10351,Introduction to Finance,MW,Days _ Time,10:00 am - 11:50 am,Days _ Time1,STAFF
FIN,301,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12158?crseNumb=301,12158,Introduction to Finance,TBD,Days _ Time,TBD,Days _ Time1,Samuel H Szewczyk
FIN,302,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11395?crseNumb=302,11395,Intermediate Corporate Finance,MW,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Jay Cai
FIN,302,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10297?crseNumb=302,10297,Intermediate Corporate Finance,MW,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Jay Cai
FIN,321,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10430?crseNumb=321,10430,Investment Securities & Markets,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Daniel Dorn
FIN,321,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10011?crseNumb=321,10011,Investment Securities & Markets,TR,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Daniel Dorn
FIN,321,Lecture,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13922?crseNumb=321,13922,Investment Securities & Markets,MW,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Diana F Sandberg
FIN,323,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10012?crseNumb=323,10012,Risk Management,TR,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Naveen D Daniel
FIN,323,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12775?crseNumb=323,12775,Risk Management,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Naveen D Daniel
FIN,325,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10013?crseNumb=325,10013,Financial Institutions and Markets,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Gregory P Nini
FIN,325,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10861?crseNumb=325,10861,Financial Institutions and Markets,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Gregory P Nini
FIN,332,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13920?crseNumb=332,13920,Investment Analysis,TR,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Martin R Thomas
FIN,332,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13921?crseNumb=332,13921,Investment Analysis,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Martin R Thomas
FIN,335,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11462?crseNumb=335,11462,Entrepreneurial Finance,TBD,Days _ Time,TBD,Days _ Time1,Tricia J Robak
FIN,338,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10205?crseNumb=338,10205,Money and Capital Markets,W,Days _ Time,06:00 pm - 09:50 pm,Days _ Time1,Barry D Halvorsen
FIN,341,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10540?crseNumb=341,10540,Applied Portfolio Management,T,Days _ Time,06:00 pm - 09:50 pm,Days _ Time1,Diana F Sandberg
FIN,345,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12467?crseNumb=345,12467,Mergers & Acquisitions,MW,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Raymond E Liguori
FIN,346,Lecture,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15101?crseNumb=346,15101,Global Financial Management,M,Days _ Time,08:00 am - 09:50 am,Days _ Time1,Tricia J Robak
FIN,346,Lecture,Hybrid,131,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15102?crseNumb=346,15102,Global Financial Management,M,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Tricia J Robak
FIN,440,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12162?crseNumb=440,12162,Credit Risk Analysis,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Diana F Sandberg
FIN,601,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13015?crseNumb=601,13015,Corporate Financial Management,T,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Maneesh L Chhabria
FIN,605,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13016?crseNumb=605,13016,Business Valuation,TBD,Days _ Time,TBD,Days _ Time1,Edward F Nelling
FIN,624,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10600?crseNumb=624,10600,Risk Management,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Naveen D Daniel
