SubjectCode,CourseNo\.,InstrType,InstrMethod,Sec,CRN_URL,CRN,CourseTitle,Days_Time._,Days_Time.realName,Days_Time1._,Days_Time1.realName,Instructor
BMES,897,Research,Face To Face,016,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12995?crseNumb=897,12995,Research,TBD,Days _ Time,TBD,Days _ Time1,Hualou Liang
BMES,897,Research,Face To Face,017,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12996?crseNumb=897,12996,Research,TBD,Days _ Time,TBD,Days _ Time1,Peter A Lewin
BMES,897,Research,Face To Face,018,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12997?crseNumb=897,12997,Research,TBD,Days _ Time,TBD,Days _ Time1,Kambiz Pourrezaei
BMES,897,Research,Face To Face,019,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12998?crseNumb=897,12998,Research,TBD,Days _ Time,TBD,Days _ Time1,Chris B Rodell
BMES,897,Research,Face To Face,020,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12999?crseNumb=897,12999,Research,TBD,Days _ Time,TBD,Days _ Time1,Ahmet Sacan
BMES,897,Research,Face To Face,021,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13000?crseNumb=897,13000,Research,TBD,Days _ Time,TBD,Days _ Time1,Caroline L Schauer
BMES,897,Research,Face To Face,022,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13001?crseNumb=897,13001,Research,TBD,Days _ Time,TBD,Days _ Time1,Wan Y Shih
BMES,897,Research,Face To Face,023,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13002?crseNumb=897,13002,Research,TBD,Days _ Time,TBD,Days _ Time1,Sorin Siegler
BMES,897,Research,Face To Face,024,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14625?crseNumb=897,14625,Research,TBD,Days _ Time,TBD,Days _ Time1,Kara L Spiller
BMES,897,Research,Face To Face,025,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14707?crseNumb=897,14707,Research,TBD,Days _ Time,TBD,Days _ Time1,Catherine R Von Reyn
BMES,897,Research,Face To Face,026,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14705?crseNumb=897,14705,Research,TBD,Days _ Time,TBD,Days _ Time1,Margaret A Wheatley
BMES,897,Research,Face To Face,028,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14852?crseNumb=897,14852,Research,TBD,Days _ Time,TBD,Days _ Time1,Ming Xiao
BMES,897,Research,Face To Face,029,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14853?crseNumb=897,14853,Research,TBD,Days _ Time,TBD,Days _ Time1,Yinghui Zhong
ECON,248,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15050?crseNumb=248,15050,Mathematical Models in Economics,TR,Days _ Time,04:00 pm - 04:50 pm,Days _ Time1,Christopher A Laincz
ECON,324,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15051?crseNumb=324,15051,Economics of Happiness,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Roger A McCain
ESCI,101,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15118?crseNumb=101,15118,Foundations of Exercise Science,TR,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,Stephen F Samendinger
FDSC,100,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11178?crseNumb=100,11178,ServSafe,T,Days _ Time,10:00 am - 10:50 am,Days _ Time1,STAFF
FDSC,401,Integrated Lecture & Lab,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13388?crseNumb=401,13388,Modernist Cuisine,F,Days _ Time,12:00 pm - 04:50 pm,Days _ Time1,STAFF
FDSC,450,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10820?crseNumb=450,10820,Food Microbiology,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
FDSC,451,Lab,Face To Face,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13395?crseNumb=451,13395,Food Microbiology Laboratory,M,Days _ Time,03:00 pm - 05:50 pm,Days _ Time1,STAFF
FDSC,460,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11594?crseNumb=460,11594,Food Chemistry,TBD,Days _ Time,TBD,Days _ Time1,STAFF
FDSC,490,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11312?crseNumb=490,11312,Seminar in Food Science,T,Days _ Time,05:00 pm - 05:50 pm,Days _ Time1,STAFF
FDSC,506,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11754?crseNumb=506,11754,Food Composition & Behavior,R,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
FDSC,550,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13389?crseNumb=550,13389,Food Microbiology,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
FDSC,551,Lab,Face To Face,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13390?crseNumb=551,13390,Food Microbiology Laboratory,M,Days _ Time,03:00 pm - 05:50 pm,Days _ Time1,STAFF
FDSC,560,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11595?crseNumb=560,11595,Food Chemistry,TBD,Days _ Time,TBD,Days _ Time1,STAFF
FDSC,890,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13391?crseNumb=890,13391,Seminar in Food Science,T,Days _ Time,05:00 pm - 05:50 pm,Days _ Time1,STAFF
ABA,630,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15274?crseNumb=630,15274,Fundamental Elements of Behavior Change,TBD,Days _ Time,TBD,Days _ Time1,STAFF
ABA,630,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12566?crseNumb=630,12566,Fundamental Elements of Behavior Change,TBD,Days _ Time,TBD,Days _ Time1,Cathleen M Albertson
ABA,630,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12567?crseNumb=630,12567,Fundamental Elements of Behavior Change,TBD,Days _ Time,TBD,Days _ Time1,STAFF
ABA,632,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15275?crseNumb=632,15275,Behavioral Assessment and Functional Analysis,TBD,Days _ Time,TBD,Days _ Time1,Chris M Vorndran
ABA,632,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12568?crseNumb=632,12568,Behavioral Assessment and Functional Analysis,TBD,Days _ Time,TBD,Days _ Time1,Lauren M Frederick
ABA,632,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12569?crseNumb=632,12569,Behavioral Assessment and Functional Analysis,TBD,Days _ Time,TBD,Days _ Time1,Chris M Vorndran
ABA,634,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12570?crseNumb=634,12570,"Consultation, Systems Change and Supervision",TBD,Days _ Time,TBD,Days _ Time1,Bridget S Blakely
ABA,634,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12571?crseNumb=634,12571,"Consultation, Systems Change and Supervision",TBD,Days _ Time,TBD,Days _ Time1,Bridget S Blakely
ABA,635,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12572?crseNumb=635,12572,Ethical Considerations and Professional Conduct,TBD,Days _ Time,TBD,Days _ Time1,Virginia A Kaufmann
ABA,641,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13324?crseNumb=641,13324,Therapeutic Approaches Using Principles of Behavior Analysis,TBD,Days _ Time,TBD,Days _ Time1,STAFF
ABA,780,Research,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13325?crseNumb=780,13325,Capstone in ABA I,TBD,Days _ Time,TBD,Days _ Time1,James E Connell
ABA,780,Research,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13326?crseNumb=780,13326,Capstone in ABA I,TBD,Days _ Time,TBD,Days _ Time1,Amanda L Lannie
HRSC,541,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15131?crseNumb=541,15131,Introduction to Scholarly Inquiry and Communication in Health and Rehabilitation Sciences,TBD,Days _ Time,TBD,Days _ Time1,STAFF
HSCI,101,Lab,Hybrid,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12735?crseNumb=101,12735,Anatomy and Physiology I,F,Days _ Time,01:30 pm - 03:20 pm,Days _ Time1,Steve Vitti
HSCI,101,Lab,Hybrid,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12736?crseNumb=101,12736,Anatomy and Physiology I,F,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Steve Vitti
HSCI,101,Lab,Hybrid,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12737?crseNumb=101,12737,Anatomy and Physiology I,F,Days _ Time,01:30 pm - 03:20 pm,Days _ Time1,Steve Vitti
HSCI,101,Lab,Hybrid,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12738?crseNumb=101,12738,Anatomy and Physiology I,F,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Steve Vitti
HSCI,101,Lab,Hybrid,064,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12739?crseNumb=101,12739,Anatomy and Physiology I,F,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Jodie L Haak
HSCI,101,Lab,Hybrid,065,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12740?crseNumb=101,12740,Anatomy and Physiology I,F,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Jodie L Haak
HSCI,101,Lab,Hybrid,066,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13354?crseNumb=101,13354,Anatomy and Physiology I,W,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Michael L Kirifides
HSCI,101,Lab,Hybrid,067,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13355?crseNumb=101,13355,Anatomy and Physiology I,F,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Jodie L Haak
HSCI,101,Lab,Hybrid,068,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13356?crseNumb=101,13356,Anatomy and Physiology I,W,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Michael L Kirifides
HSCI,101,Lab,Hybrid,069,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13357?crseNumb=101,13357,Anatomy and Physiology I,F,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Jodie L Haak
HSCI,101,Lab,Hybrid,070,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13358?crseNumb=101,13358,Anatomy and Physiology I,W,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Micah J Meltzer
HSCI,101,Lab,Hybrid,071,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13359?crseNumb=101,13359,Anatomy and Physiology I,W,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Micah J Meltzer
HSCI,101,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12733?crseNumb=101,12733,Anatomy and Physiology I,TR,Days _ Time,08:00 am - 09:50 am,Days _ Time1,Anne M Dower
HSCI,101,Lecture,Face To Face,B,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12734?crseNumb=101,12734,Anatomy and Physiology I,TR,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Anne M Dower
HSCI,103,Lab,Hybrid,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13615?crseNumb=103,13615,Anatomy and Physiology III,R,Days _ Time,06:00 pm - 07:50 pm,Days _ Time1,Micah J Meltzer
HSCI,103,Lab,Hybrid,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13616?crseNumb=103,13616,Anatomy and Physiology III,R,Days _ Time,06:00 pm - 07:50 pm,Days _ Time1,Micah J Meltzer
HSCI,103,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12782?crseNumb=103,12782,Anatomy and Physiology III,TR,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,William J D'Andrea
HSCI,125,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12643?crseNumb=125,12643,Medical Terminology,TBD,Days _ Time,TBD,Days _ Time1,Michael L Kirifides
HSCI,125,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13360?crseNumb=125,13360,Medical Terminology,TBD,Days _ Time,TBD,Days _ Time1,Michael L Kirifides
HSCI,202,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13965?crseNumb=202,13965,Regional Anatomy,TBD,Days _ Time,TBD,Days _ Time1,Micah J Meltzer
HSCI,303,Lecture & Recitation,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13361?crseNumb=303,13361,Pharmacology for Health Sciences,TR,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,William J D'Andrea
HSCI,315,Seminar,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13362?crseNumb=315,13362,Current Issues in Health Sciences,W,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Stephen F Samendinger
HSCI,325,Lecture & Lab,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11216?crseNumb=325,11216,Exercise Physiology,MW,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Steve Vitti
HSCI,337,Lecture,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10360?crseNumb=337,10360,Genetics and Health,TR,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Mary E Flynn
HSCI,345,Lecture,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12645?crseNumb=345,12645,Statistics for Health Sciences,MW,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,Michael L Bruneau
HSCI,345,Lecture,Hybrid,131,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12644?crseNumb=345,12644,Statistics for Health Sciences,MW,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Michael L Bruneau
ABA,780,Research,Online,902,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13327?crseNumb=780,13327,Capstone in ABA I,TBD,Days _ Time,TBD,Days _ Time1,STAFF
HSCI,345,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14310?crseNumb=345,14310,Statistics for Health Sciences,TBD,Days _ Time,TBD,Days _ Time1,Michael L Bruneau
CRTV,301,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10505?crseNumb=301,10505,Foundations in Creativity,TBD,Days _ Time,TBD,Days _ Time1,Louise A Whitelaw
HSCI,375,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12646?crseNumb=375,12646,Fundamentals of Toxicology,MW,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Michael L Kirifides
CRTV,302,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12465?crseNumb=302,12465,Tools and Techniques in Creativity,TBD,Days _ Time,TBD,Days _ Time1,Larry J Keiser
CRTV,501,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10576?crseNumb=501,10576,Foundations in Creativity,TBD,Days _ Time,TBD,Days _ Time1,Larry J Keiser
CRTV,503,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11518?crseNumb=503,11518,Creativity in the Workplace,TBD,Days _ Time,TBD,Days _ Time1,Craig N Bach
CRTV,610,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12876?crseNumb=610,12876,Creativity and Change Leadership,TBD,Days _ Time,TBD,Days _ Time1,Susan E Batastini
CRTV,615,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12705?crseNumb=615,12705,"Neuroscience, Creativity and Innovation",TBD,Days _ Time,TBD,Days _ Time1,"Larry J Keiser, Kristen S Betts"
HSCI,430,Lecture & Lab,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12647?crseNumb=430,12647,Developmental Anatomy,TR,Days _ Time,03:00 pm - 04:20 pm,Days _ Time1,Mary E Flynn
HSAD,210,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10361?crseNumb=210,10361,Health-Care Ethics I,TR,Days _ Time,09:30 am - 10:50 am,Days _ Time1,Jesse F Ballenger
CRTV,630,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13328?crseNumb=630,13328,Global Perspectives on Creativity,TBD,Days _ Time,TBD,Days _ Time1,Fredricka K Reisman
HSAD,210,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10773?crseNumb=210,10773,Health-Care Ethics I,W,Days _ Time,04:30 pm - 07:20 pm,Days _ Time1,Kathryn M Lorenz
HSAD,210,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11322?crseNumb=210,11322,Health-Care Ethics I,TBD,Days _ Time,TBD,Days _ Time1,Sharrona H Pearl
HSAD,210,Lecture,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13286?crseNumb=210,13286,Health-Care Ethics I,TBD,Days _ Time,TBD,Days _ Time1,Jesse F Ballenger
HSAD,210,Lecture,Online,905,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10869?crseNumb=210,10869,Health-Care Ethics I,TBD,Days _ Time,TBD,Days _ Time1,Sharrona H Pearl
HSAD,309,Lecture,Online,905,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12469?crseNumb=309,12469,Advanced Health-Care Ethics,TBD,Days _ Time,TBD,Days _ Time1,Sharrona H Pearl
HSAD,310,Lecture,Remote Synchronous,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10500?crseNumb=310,10500,Introduction to Health-Systems Administration,MW,Days _ Time,09:30 am - 10:50 am,Days _ Time1,Kevin J Mitchell
HSAD,310,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10974?crseNumb=310,10974,Introduction to Health-Systems Administration,TBD,Days _ Time,TBD,Days _ Time1,Kevin J Mitchell
HSAD,315,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12812?crseNumb=315,12812,Interdisciplinary Health Services,TR,Days _ Time,08:00 am - 09:20 am,Days _ Time1,Fred J DiCostanzo
LAW,101,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15169?crseNumb=101,15169,Law & Society,MW,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Rose M Corrigan
HSAD,321,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10768?crseNumb=321,10768,Health-Care Human Resources,TBD,Days _ Time,TBD,Days _ Time1,Fred J DiCostanzo
LAW,110,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15170?crseNumb=110,15170,American Legal Systems,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Elena Cohen
HSAD,322,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11172?crseNumb=322,11172,Health-Care Law,T,Days _ Time,04:30 pm - 07:20 pm,Days _ Time1,Scott P Sigman
LAW,135,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15171?crseNumb=135,15171,Foundations of Legal Research,T,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Chava Y Spivak-Birndorf
HSAD,322,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11310?crseNumb=322,11310,Health-Care Law,TBD,Days _ Time,TBD,Days _ Time1,Daniel L Cevallos
LAW,217,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15172?crseNumb=217,15172,"Sex, Gender, Sexuality & the Law",TR,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Elena Cohen
HSAD,323,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15033?crseNumb=323,15033,Introduction to Long-Term Care Administration,TBD,Days _ Time,TBD,Days _ Time1,Kristine A Mulhorn
LAW,T380,Special Topics,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15173?crseNumb=T380,15173,Courtroom Advocacy,MW,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Gwen R Stern
HSAD,330,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11236?crseNumb=330,11236,Financial Management in Health Care,TBD,Days _ Time,TBD,Days _ Time1,Chrystal N Simms
HSAD,331,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11023?crseNumb=331,11023,Non-profits and Health Care,TR,Days _ Time,12:30 pm - 01:50 pm,Days _ Time1,Stephen F Gambescia
HSAD,332,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10691?crseNumb=332,10691,Health-Care Marketing,TBD,Days _ Time,TBD,Days _ Time1,Fred J DiCostanzo
HSAD,334,Lecture,Remote Synchronous,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10529?crseNumb=334,10529,Management of Health Services,MW,Days _ Time,03:30 pm - 04:50 pm,Days _ Time1,Kevin J Mitchell
HSAD,334,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11237?crseNumb=334,11237,Management of Health Services,TBD,Days _ Time,TBD,Days _ Time1,Kevin J Mitchell
HSAD,335,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10808?crseNumb=335,10808,Health-Care Policy,TBD,Days _ Time,TBD,Days _ Time1,Stephen F Gambescia
HSAD,337,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14995?crseNumb=337,14995,Health Care/Quality Improvement,TBD,Days _ Time,TBD,Days _ Time1,Spencer R Ward
HSAD,340,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11238?crseNumb=340,11238,Leadership in Health Services Administration,TBD,Days _ Time,TBD,Days _ Time1,Shelly L LaPrince
HSAD,345,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11239?crseNumb=345,11239,Ethics in Health Care Management,TBD,Days _ Time,TBD,Days _ Time1,Matthew A Butkus
HSAD,357,Lecture,Online,905,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12813?crseNumb=357,12813,Health Information Systems,TBD,Days _ Time,TBD,Days _ Time1,Paulina S Sockolow
HSAD,T380,Special Topics-Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15408?crseNumb=T380,15408,Jewish Hlth & Med Ethics,M,Days _ Time,04:30 pm - 07:20 pm,Days _ Time1,Sharrona H Pearl
HSAD,T480,Special Topics-Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14996?crseNumb=T480,14996,Perspectives on Dementia,MW,Days _ Time,12:30 pm - 01:50 pm,Days _ Time1,Jesse F Ballenger
HSAD,501,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13287?crseNumb=501,13287,Managerial Epidemiology,TBD,Days _ Time,TBD,Days _ Time1,Leon F Vinci
HSAD,505,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13288?crseNumb=505,13288,Ethical and Legal Issues in Healthcare Management and Policy,TBD,Days _ Time,TBD,Days _ Time1,Connie K Perry
HSAD,525,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13289?crseNumb=525,13289,National Health Expenditures,TBD,Days _ Time,TBD,Days _ Time1,Johanna J Magner
ELL,501,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10717?crseNumb=501,10717,The Purpose and Business of E-Learning,TBD,Days _ Time,TBD,Days _ Time1,Stephanie S Sutcliffe
EDGI,503,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12708?crseNumb=503,12708,"Global, International & Comparative Education",TBD,Days _ Time,TBD,Days _ Time1,STAFF
EDGI,506,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10373?crseNumb=506,10373,Comparative Higher Education Systems,TBD,Days _ Time,TBD,Days _ Time1,STAFF
HSAD,530,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11240?crseNumb=530,11240,Politics and Policy of Healthcare Resources,TBD,Days _ Time,TBD,Days _ Time1,Stephen F Gambescia
HRM,110,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10078?crseNumb=110,10078,Introduction to the Hospitality Industry,MWF,Days _ Time,11:00 am - 11:50 am,Days _ Time1,STAFF
HRM,120,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11370?crseNumb=120,11370,Principles of Food-Service Management,W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
HRM,130,Lecture,Remote Synchronous,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10120?crseNumb=130,10120,Introduction to Tourism,MWF,Days _ Time,09:00 am - 09:50 am,Days _ Time1,STAFF
HRM,150,Lecture & Lab,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13392?crseNumb=150,13392,Food & Beverage Customer Service,R,Days _ Time,10:00 am - 02:50 pm,Days _ Time1,STAFF
HRM,190,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13958?crseNumb=190,13958,Industry Hours I,R,Days _ Time,09:00 am - 09:50 am,Days _ Time1,STAFF
HRM,215,Integrated Lecture & Lab,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13393?crseNumb=215,13393,Commercial Food Production,R,Days _ Time,08:30 am - 03:20 pm,Days _ Time1,STAFF
HRM,220,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13783?crseNumb=220,13783,Purchasing and Cost Controls for the Hospitality Industry,TBD,Days _ Time,TBD,Days _ Time1,STAFF
HRM,290,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13959?crseNumb=290,13959,Industry Hours II,R,Days _ Time,10:00 am - 10:50 am,Days _ Time1,STAFF
HRM,305,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13785?crseNumb=305,13785,Food Blogging,TBD,Days _ Time,TBD,Days _ Time1,STAFF
HRM,330,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14433?crseNumb=330,14433,Hospitality Marketing and Branding,TBD,Days _ Time,TBD,Days _ Time1,STAFF
HRM,390,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13960?crseNumb=390,13960,Industry Hours III,R,Days _ Time,11:00 am - 11:50 am,Days _ Time1,STAFF
HRM,425,Lecture,Remote Synchronous,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11923?crseNumb=425,11923,Hospitality Industry Administration,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
HRM,435,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11177?crseNumb=435,11177,Wine Regions of the World,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
