SubjectCode,CourseNo\.,InstrType,InstrMethod,Sec,CRN_URL,CRN,CourseTitle,Days_Time,Days_Time1,Days_Time2,Days_Time3,Instructor
BIO,110,Lab,Face To Face,065,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/25451?crseNumb=110,25451,"Biological Diversity, Ecology and Evolution Laboratory",W,09:00 am - 10:50 am,,,"David J Flynn, Meshagae E Hunte-Brown"
BIO,132,Recitation/Discussion,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23737?crseNumb=132,23737,Genetics and Evolution,W,09:00 am - 09:50 am,,,"Shruti B Patel, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23738?crseNumb=132,23738,Genetics and Evolution,W,10:00 am - 10:50 am,,,"Shruti B Patel, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23739?crseNumb=132,23739,Genetics and Evolution,W,12:00 pm - 12:50 pm,,,"Sara S Amer, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23740?crseNumb=132,23740,Genetics and Evolution,W,01:00 pm - 01:50 pm,,,"Sara S Amer, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23741?crseNumb=132,23741,Genetics and Evolution,W,02:00 pm - 02:50 pm,,,"Zach N Goldbaum, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23742?crseNumb=132,23742,Genetics and Evolution,R,10:00 am - 10:50 am,,,"William J Albert, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,008,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23744?crseNumb=132,23744,Genetics and Evolution,F,09:00 am - 09:50 am,,,"William J Albert, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,009,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23745?crseNumb=132,23745,Genetics and Evolution,F,10:00 am - 10:50 am,,,"William J Albert, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,010,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23746?crseNumb=132,23746,Genetics and Evolution,F,12:00 pm - 12:50 pm,,,"William J Albert, Matthew T McDonald, Kevin P Smith"
